dyads,sex_pairs,handedness_pair,context,proximity
Dandi:Lip,f:f,0,stone_tool_use,<5m>
Dandi:Naina,f:f,0,foraging_without_tools,<3m>
Dandi:Naina,f:f,0,other,<5m>
Dandi:Oreo,f:f,0,foraging_without_tools,<5m>
Dandi:Oreo,f:f,0,foraging_without_tools,<5m>
Dandi:Oreo,f:f,0,foraging_without_tools,<5m>
Dandi:Oreo,f:f,0,other,<1m>
Dandi:Oreo,f:f,0,other,<3m>
Dandi:Oreo,f:f,0,stone_tool_use,<1m>
Dandi:Oreo,f:f,0,stone_tool_use,<5m>
Dandi:Pat,f:m,1,stone_tool_use,<5m>
Dandi:Pat,f:m,1,stone_tool_use,<5m>
Dandi:Phra_piksu,f:m,1,stone_tool_use,<3m>
Dandi:Pinky,f:f,1,other,<3m>
Dandi:Pinky,f:f,1,stone_tool_use,<3m>
Dandi:Quindoline,f:f,1,other,<3m>
Dandi:Quindoline,f:f,1,other,<5m>
Dandi:Quindoline,f:f,1,stone_tool_use,<1m>
Dandi:Robin,f:f,1,foraging_without_tools,<3m>
Dandi:Robin,f:f,1,other,<3m>
Dandi:Robin,f:f,1,other,<5m>
Dandi:Robin,f:f,1,stone_tool_use,<1m>
Dandi:Santa,f:f,0,other,<3m>
Dandi:Santa,f:f,0,other,<5m>
Dandi:Taipan,f:f,1,foraging_without_tools,<5m>
Dandi:Taipan,f:f,1,stone_tool_use,<5m>
Dandi:Ted,f:m,1,foraging_without_tools,<3m>
Dandi:Ted,f:m,1,other,<5m>
Dandi:Ted,f:m,1,stone_tool_use,<1m>
Dandi:Tutu,f:m,1,other,<5m>
Dandi:Vula,f:f,0,other,<1m>
Dandi:Whitney,f:f,1,stone_tool_use,<5m>
Dandi:Yaiko,f:f,1,other,<5m>
Dandi:Yaiko,f:f,1,stone_tool_use,<3m>
Dandi:Yaiko,f:f,1,stone_tool_use,<3m>
Flame:Granny,f:f,0,other,<5m>
Flame:Granny,f:f,0,stone_tool_use,<1m>
Flame:Harley,f:f,0,stone_tool_use,<3m>
Flame:Iyla,f:f,1,other,<1m>
Flame:Iyla,f:f,1,other,<3m>
Flame:Iyla,f:f,1,other,<5m>
Flame:Jim_Lim,f:f,0,foraging_without_tools,<5m>
Flame:Jim_Lim,f:f,0,other,<1m>
Flame:Jim_Lim,f:f,0,other,<1m>
Flame:Jim_Lim,f:f,0,stone_tool_use,<3m>
Flame:Jim_Lim,f:f,0,stone_tool_use,<5m>
Flame:Kal,f:m,1,other,<1m>
Flame:Kal,f:m,1,other,<1m>
Flame:Kal,f:m,1,other,<5m>
Flame:Kal,f:m,1,other,<5m>
Flame:Kal,f:m,1,other,<5m>
Flame:Kaya,f:f,0,other,<1m>
Flame:Kaya,f:f,0,other,<3m>
Flame:Kaya,f:f,0,other,<5m>
Flame:Lip,f:f,0,stone_tool_use,<5m>
Flame:Naina,f:f,0,other,<1m>
Flame:Naina,f:f,0,other,<1m>
Flame:Oreo,f:f,0,other,<1m>
Flame:Oreo,f:f,0,other,<1m>
Flame:Oreo,f:f,0,other,<1m>
Flame:Oreo,f:f,0,other,<3m>
Flame:Oreo,f:f,0,other,<5m>
Flame:Oreo,f:f,0,other,<5m>
Flame:Oreo,f:f,0,stone_tool_use,<5m>
Flame:Pat,f:m,1,other,<1m>
Flame:Pinky,f:f,1,other,<5m>
Flame:Pinky,f:f,1,stone_tool_use,<5m>
Flame:Pinky,f:f,1,stone_tool_use,<5m>
Flame:Quindoline,f:f,1,other,<3m>
Flame:Quindoline,f:f,1,stone_tool_use,<5m>
Flame:Rambo,f:m,0,other,<1m>
Flame:Rambo,f:m,0,other,<3m>
Flame:Robin,f:f,1,stone_tool_use,<5m>
Flame:Robin,f:f,1,stone_tool_use,<5m>
Flame:Robin,f:f,1,stone_tool_use,<5m>
Flame:Santa,f:f,0,other,<5m>
Flame:Santa,f:f,0,stone_tool_use,<5m>
Flame:Taipan,f:f,1,other,<1m>
Flame:Taipan,f:f,1,other,<1m>
Flame:Taipan,f:f,1,other,<1m>
Flame:Taipan,f:f,1,other,<3m>
Flame:Taipan,f:f,1,other,<5m>
Flame:Taipan,f:f,1,other,<5m>
Flame:Taipan,f:f,1,stone_tool_use,<1m>
Flame:Taipan,f:f,1,stone_tool_use,<3m>
Flame:Taipan,f:f,1,stone_tool_use,<3m>
Flame:Taipan,f:f,1,stone_tool_use,<3m>
Flame:Taipan,f:f,1,stone_tool_use,<3m>
Flame:Taipan,f:f,1,stone_tool_use,<3m>
Flame:Taipan,f:f,1,stone_tool_use,<3m>
Flame:Taipan,f:f,1,stone_tool_use,<3m>
Flame:Taipan,f:f,1,stone_tool_use,<5m>
Flame:Ted,f:m,1,other,<1m>
Flame:Ted,f:m,1,other,<1m>
Flame:Ted,f:m,1,other,<1m>
Flame:Ted,f:m,1,other,<1m>
Flame:Ted,f:m,1,other,<3m>
Flame:Ted,f:m,1,other,<3m>
Flame:Ted,f:m,1,other,<3m>
Flame:Ted,f:m,1,stone_tool_use,<1m>
Flame:Ted,f:m,1,stone_tool_use,<3m>
Flame:Ted,f:m,1,stone_tool_use,<3m>
Flame:Ted,f:m,1,stone_tool_use,<3m>
Flame:Tin_tin,f:m,1,other,<1m>
Flame:Tin_tin,f:m,1,other,<5m>
Flame:Tin_tin,f:m,1,stone_tool_use,<5m>
Flame:Tin_tin,f:m,1,stone_tool_use,<5m>
Flame:Tin_tin,f:m,1,stone_tool_use,<5m>
Flame:Tutu,f:m,1,other,<1m>
Flame:Tutu,f:m,1,other,<1m>
Flame:Tutu,f:m,1,other,<3m>
Flame:Tutu,f:m,1,other,<3m>
Flame:Tutu,f:m,1,stone_tool_use,<5m>
Flame:Vula,f:f,0,other,<3m>
Flame:Vula,f:f,0,stone_tool_use,<1m>
Flame:Vula,f:f,0,stone_tool_use,<3m>
Flame:Vula,f:f,0,stone_tool_use,<5m>
Flame:Vula,f:f,0,stone_tool_use,<5m>
Flame:Vula,f:f,0,stone_tool_use,<5m>
Flame:Vula,f:f,0,stone_tool_use,<5m>
Flame:Whitney,f:f,1,other,<5m>
Flame:Yaiko,f:f,1,other,<3m>
Flame:Yaiko,f:f,1,stone_tool_use,<3m>
Flame:Yaiko,f:f,1,stone_tool_use,<5m>
Granny:Iyla,f:f,1,foraging_without_tools,<5m>
Granny:Iyla,f:f,1,other,<1m>
Granny:Iyla,f:f,1,stone_tool_use,<5m>
Granny:Jim_Lim,f:f,0,foraging_without_tools,<5m>
Granny:Jim_Lim,f:f,0,other,<5m>
Granny:Jim_Lim,f:f,0,other,<5m>
Granny:Jim_Lim,f:f,0,stone_tool_use,<5m>
Granny:Jim_Lim,f:f,0,stone_tool_use,<5m>
Granny:Kal,f:m,1,other,<1m>
Granny:Kal,f:m,1,other,<5m>
Granny:Kal,f:m,1,other,<5m>
Granny:Kal,f:m,1,other,<5m>
Granny:Kal,f:m,1,other,<5m>
Granny:Kal,f:m,1,stone_tool_use,<1m>
Granny:Kal,f:m,1,stone_tool_use,<3m>
Granny:Kal,f:m,1,stone_tool_use,<3m>
Granny:Kal,f:m,1,stone_tool_use,<5m>
Granny:Kal,f:m,1,stone_tool_use,<5m>
Granny:Kaya,f:f,0,other,<5m>
Granny:Kaya,f:f,0,stone_tool_use,<3m>
Granny:Kaya,f:f,0,stone_tool_use,<5m>
Granny:Lip,f:f,0,foraging_without_tools,<3m>
Granny:Lip,f:f,0,foraging_without_tools,<3m>
Granny:Lip,f:f,0,other,<3m>
Granny:Lip,f:f,0,other,<5m>
Granny:Lip,f:f,0,other,<5m>
Granny:Lip,f:f,0,other,<5m>
Granny:Lip,f:f,0,stone_tool_use,<1m>
Granny:Lip,f:f,0,stone_tool_use,<3m>
Granny:Lip,f:f,0,stone_tool_use,<3m>
Granny:Lip,f:f,0,stone_tool_use,<3m>
Granny:Lip,f:f,0,stone_tool_use,<3m>
Granny:Lip,f:f,0,stone_tool_use,<5m>
Granny:Lip,f:f,0,stone_tool_use,<5m>
Granny:Lip,f:f,0,stone_tool_use,<5m>
Granny:Naina,f:f,0,other,<1m>
Granny:Naina,f:f,0,other,<1m>
Granny:Naina,f:f,0,other,<3m>
Granny:Naina,f:f,0,other,<3m>
Granny:Naina,f:f,0,other,<3m>
Granny:Naina,f:f,0,other,<3m>
Granny:Naina,f:f,0,other,<5m>
Granny:Naina,f:f,0,stone_tool_use,<5m>
Granny:Oreo,f:f,0,other,<5m>
Granny:Oreo,f:f,0,stone_tool_use,<5m>
Granny:Pat,f:m,1,other,<5m>
Granny:Pat,f:m,1,other,<5m>
Granny:Pat,f:m,1,other,<5m>
Granny:Pat,f:m,1,other,<5m>
Granny:Pat,f:m,1,stone_tool_use,<3m>
Granny:Pat,f:m,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,foraging_without_tools,<3m>
Granny:Pinky,f:f,1,foraging_without_tools,<5m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<1m>
Granny:Pinky,f:f,1,other,<3m>
Granny:Pinky,f:f,1,other,<5m>
Granny:Pinky,f:f,1,other,<5m>
Granny:Pinky,f:f,1,other,<5m>
Granny:Pinky,f:f,1,other,<5m>
Granny:Pinky,f:f,1,other,<5m>
Granny:Pinky,f:f,1,other,<5m>
Granny:Pinky,f:f,1,other,<5m>
Granny:Pinky,f:f,1,other,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<1m>
Granny:Pinky,f:f,1,stone_tool_use,<1m>
Granny:Pinky,f:f,1,stone_tool_use,<1m>
Granny:Pinky,f:f,1,stone_tool_use,<1m>
Granny:Pinky,f:f,1,stone_tool_use,<3m>
Granny:Pinky,f:f,1,stone_tool_use,<3m>
Granny:Pinky,f:f,1,stone_tool_use,<3m>
Granny:Pinky,f:f,1,stone_tool_use,<3m>
Granny:Pinky,f:f,1,stone_tool_use,<3m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Pinky,f:f,1,stone_tool_use,<5m>
Granny:Quindoline,f:f,1,foraging_without_tools,<5m>
Granny:Quindoline,f:f,1,other,<3m>
Granny:Quindoline,f:f,1,stone_tool_use,<3m>
Granny:Quindoline,f:f,1,stone_tool_use,<3m>
Granny:Quindoline,f:f,1,stone_tool_use,<5m>
Granny:Quindoline,f:f,1,stone_tool_use,<5m>
Granny:Quindoline,f:f,1,stone_tool_use,<5m>
Granny:Rambo,f:m,0,stone_tool_use,<5m>
Granny:Robin,f:f,1,stone_tool_use,<3m>
Granny:Taipan,f:f,1,other,<1m>
Granny:Ted,f:m,1,other,<1m>
Granny:Ted,f:m,1,other,<1m>
Granny:Ted,f:m,1,other,<3m>
Granny:Ted,f:m,1,other,<3m>
Granny:Ted,f:m,1,other,<5m>
Granny:Ted,f:m,1,other,<5m>
Granny:Ted,f:m,1,other,<5m>
Granny:Ted,f:m,1,other,<5m>
Granny:Ted,f:m,1,other,<5m>
Granny:Ted,f:m,1,stone_tool_use,<3m>
Granny:Ted,f:m,1,stone_tool_use,<3m>
Granny:Ted,f:m,1,stone_tool_use,<5m>
Granny:Ted,f:m,1,stone_tool_use,<5m>
Granny:Tin_tin,f:m,1,other,<3m>
Granny:Tin_tin,f:m,1,other,<3m>
Granny:Tin_tin,f:m,1,other,<5m>
Granny:Tin_tin,f:m,1,stone_tool_use,<1m>
Granny:Tutu,f:m,1,foraging_without_tools,<5m>
Granny:Tutu,f:m,1,stone_tool_use,<5m>
Granny:Vula,f:f,0,foraging_without_tools,<3m>
Granny:Vula,f:f,0,other,<1m>
Granny:Vula,f:f,0,other,<3m>
Granny:Vula,f:f,0,other,<3m>
Granny:Vula,f:f,0,other,<5m>
Granny:Vula,f:f,0,other,<5m>
Granny:Vula,f:f,0,other,<5m>
Granny:Vula,f:f,0,other,<5m>
Granny:Vula,f:f,0,stone_tool_use,<1m>
Granny:Vula,f:f,0,stone_tool_use,<5m>
Granny:Whitney,f:f,1,foraging_without_tools,<5m>
Granny:Yaiko,f:f,1,stone_tool_use,<3m>
Granny:Yaiko,f:f,1,stone_tool_use,<5m>
Granny:Yaiko,f:f,1,stone_tool_use,<5m>
Harley:Iyla,f:f,1,stone_tool_use,<5m>
Harley:Jim_Lim,f:f,0,other,<1m>
Harley:Jim_Lim,f:f,0,other,<1m>
Harley:Jim_Lim,f:f,0,other,<3m>
Harley:Jim_Lim,f:f,0,other,<3m>
Harley:Jim_Lim,f:f,0,other,<5m>
Harley:Jim_Lim,f:f,0,other,<5m>
Harley:Jim_Lim,f:f,0,other,<5m>
Harley:Jim_Lim,f:f,0,other,<5m>
Harley:Jim_Lim,f:f,0,other,<5m>
Harley:Jim_Lim,f:f,0,other,<5m>
Harley:Jim_Lim,f:f,0,other,<5m>
Harley:Jim_Lim,f:f,0,stone_tool_use,<1m>
Harley:Kal,f:m,1,other,<3m>
Harley:Kaya,f:f,0,other,<1m>
Harley:Kaya,f:f,0,other,<1m>
Harley:Kaya,f:f,0,other,<1m>
Harley:Kaya,f:f,0,other,<5m>
Harley:Kaya,f:f,0,stone_tool_use,<3m>
Harley:Kaya,f:f,0,stone_tool_use,<5m>
Harley:Naina,f:f,0,foraging_without_tools,<5m>
Harley:Naina,f:f,0,other,<1m>
Harley:Naina,f:f,0,other,<1m>
Harley:Naina,f:f,0,other,<1m>
Harley:Naina,f:f,0,other,<1m>
Harley:Naina,f:f,0,other,<1m>
Harley:Naina,f:f,0,other,<3m>
Harley:Naina,f:f,0,other,<5m>
Harley:Naina,f:f,0,other,<5m>
Harley:Naina,f:f,0,other,<5m>
Harley:Naina,f:f,0,stone_tool_use,<3m>
Harley:Naina,f:f,0,stone_tool_use,<5m>
Harley:Naina,f:f,0,stone_tool_use,<5m>
Harley:Oreo,f:f,0,other,<1m>
Harley:Oreo,f:f,0,other,<5m>
Harley:Oreo,f:f,0,stone_tool_use,<1m>
Harley:Pat,f:m,1,stone_tool_use,<5m>
Harley:Pat,f:m,1,stone_tool_use,<5m>
Harley:Pinky,f:f,1,foraging_without_tools,<5m>
Harley:Pinky,f:f,1,other,<5m>
Harley:Pinky,f:f,1,other,<5m>
Harley:Quindoline,f:f,1,other,<1m>
Harley:Quindoline,f:f,1,other,<3m>
Harley:Quindoline,f:f,1,other,<3m>
Harley:Quindoline,f:f,1,other,<3m>
Harley:Quindoline,f:f,1,other,<5m>
Harley:Quindoline,f:f,1,stone_tool_use,<3m>
Harley:Quindoline,f:f,1,stone_tool_use,<5m>
Harley:Robin,f:f,1,foraging_without_tools,<3m>
Harley:Robin,f:f,1,foraging_without_tools,<3m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<1m>
Harley:Robin,f:f,1,other,<3m>
Harley:Robin,f:f,1,other,<3m>
Harley:Robin,f:f,1,other,<5m>
Harley:Robin,f:f,1,other,<5m>
Harley:Robin,f:f,1,other,<5m>
Harley:Robin,f:f,1,stone_tool_use,<3m>
Harley:Robin,f:f,1,stone_tool_use,<3m>
Harley:Robin,f:f,1,stone_tool_use,<3m>
Harley:Robin,f:f,1,stone_tool_use,<5m>
Harley:Taipan,f:f,1,stone_tool_use,<5m>
Harley:Ted,f:m,1,foraging_without_tools,<1m>
Harley:Ted,f:m,1,other,<5m>
Harley:Vula,f:f,0,foraging_without_tools,<1m>
Harley:Vula,f:f,0,other,<1m>
Harley:Vula,f:f,0,other,<3m>
Harley:Vula,f:f,0,other,<5m>
Harley:Vula,f:f,0,other,<5m>
Harley:Vula,f:f,0,other,<5m>
Harley:Vula,f:f,0,stone_tool_use,<1m>
Harley:Vula,f:f,0,stone_tool_use,<3m>
Harley:Vula,f:f,0,stone_tool_use,<5m>
Harley:Whitney,f:f,1,other,<1m>
Harley:Whitney,f:f,1,other,<1m>
Harley:Whitney,f:f,1,other,<3m>
Harley:Whitney,f:f,1,other,<5m>
Harley:Whitney,f:f,1,stone_tool_use,<3m>
Harley:Whitney,f:f,1,stone_tool_use,<3m>
Harley:Whitney,f:f,1,stone_tool_use,<5m>
Harley:Yaiko,f:f,1,other,<1m>
Harley:Yaiko,f:f,1,other,<1m>
Harley:Yaiko,f:f,1,stone_tool_use,<1m>
Harley:Yaiko,f:f,1,stone_tool_use,<5m>
Iyla:Jim_Lim,f:f,1,foraging_without_tools,<3m>
Iyla:Jim_Lim,f:f,1,other,<1m>
Iyla:Jim_Lim,f:f,1,other,<1m>
Iyla:Jim_Lim,f:f,1,other,<1m>
Iyla:Jim_Lim,f:f,1,other,<1m>
Iyla:Jim_Lim,f:f,1,other,<1m>
Iyla:Jim_Lim,f:f,1,other,<3m>
Iyla:Jim_Lim,f:f,1,other,<3m>
Iyla:Jim_Lim,f:f,1,other,<3m>
Iyla:Jim_Lim,f:f,1,other,<5m>
Iyla:Jim_Lim,f:f,1,stone_tool_use,<1m>
Iyla:Jim_Lim,f:f,1,stone_tool_use,<5m>
Iyla:Kal,f:m,0,foraging_without_tools,<5m>
Iyla:Kal,f:m,0,other,<1m>
Iyla:Kal,f:m,0,other,<5m>
Iyla:Kal,f:m,0,other,<5m>
Iyla:Kal,f:m,0,other,<5m>
Iyla:Kal,f:m,0,other,<5m>
Iyla:Kal,f:m,0,stone_tool_use,<3m>
Iyla:Kaya,f:f,1,other,<3m>
Iyla:Kaya,f:f,1,other,<5m>
Iyla:Kaya,f:f,1,stone_tool_use,<3m>
Iyla:Kaya,f:f,1,stone_tool_use,<3m>
Iyla:Kaya,f:f,1,stone_tool_use,<3m>
Iyla:Lip,f:f,1,stone_tool_use,<3m>
Iyla:Lip,f:f,1,stone_tool_use,<5m>
Iyla:Lip,f:f,1,stone_tool_use,<5m>
Iyla:Lip,f:f,1,stone_tool_use,<5m>
Iyla:Naina,f:f,1,foraging_without_tools,<5m>
Iyla:Naina,f:f,1,other,<1m>
Iyla:Naina,f:f,1,other,<1m>
Iyla:Naina,f:f,1,other,<5m>
Iyla:Naina,f:f,1,stone_tool_use,<1m>
Iyla:Naina,f:f,1,stone_tool_use,<3m>
Iyla:Naina,f:f,1,stone_tool_use,<3m>
Iyla:Naina,f:f,1,stone_tool_use,<3m>
Iyla:Naina,f:f,1,stone_tool_use,<5m>
Iyla:Oreo,f:f,1,other,<1m>
Iyla:Oreo,f:f,1,other,<1m>
Iyla:Oreo,f:f,1,other,<1m>
Iyla:Oreo,f:f,1,other,<1m>
Iyla:Oreo,f:f,1,other,<3m>
Iyla:Oreo,f:f,1,other,<3m>
Iyla:Oreo,f:f,1,other,<5m>
Iyla:Pat,f:m,0,foraging_without_tools,<1m>
Iyla:Pat,f:m,0,foraging_without_tools,<1m>
Iyla:Pat,f:m,0,other,<1m>
Iyla:Pat,f:m,0,other,<1m>
Iyla:Pat,f:m,0,other,<1m>
Iyla:Pat,f:m,0,other,<3m>
Iyla:Pat,f:m,0,other,<3m>
Iyla:Pat,f:m,0,other,<3m>
Iyla:Pat,f:m,0,other,<3m>
Iyla:Pat,f:m,0,other,<5m>
Iyla:Pat,f:m,0,other,<5m>
Iyla:Pat,f:m,0,stone_tool_use,<1m>
Iyla:Pat,f:m,0,stone_tool_use,<1m>
Iyla:Pat,f:m,0,stone_tool_use,<5m>
Iyla:Pinky,f:f,0,foraging_without_tools,<3m>
Iyla:Pinky,f:f,0,other,<3m>
Iyla:Pinky,f:f,0,other,<5m>
Iyla:Pinky,f:f,0,other,<5m>
Iyla:Pinky,f:f,0,other,<5m>
Iyla:Pinky,f:f,0,stone_tool_use,<3m>
Iyla:Pinky,f:f,0,stone_tool_use,<5m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<1m>
Iyla:Quindoline,f:f,0,other,<3m>
Iyla:Quindoline,f:f,0,other,<3m>
Iyla:Quindoline,f:f,0,other,<3m>
Iyla:Quindoline,f:f,0,other,<5m>
Iyla:Quindoline,f:f,0,other,<5m>
Iyla:Quindoline,f:f,0,other,<5m>
Iyla:Quindoline,f:f,0,other,<5m>
Iyla:Quindoline,f:f,0,other,<5m>
Iyla:Quindoline,f:f,0,stone_tool_use,<3m>
Iyla:Quindoline,f:f,0,stone_tool_use,<3m>
Iyla:Quindoline,f:f,0,stone_tool_use,<3m>
Iyla:Quindoline,f:f,0,stone_tool_use,<5m>
Iyla:Rambo,f:m,1,other,<1m>
Iyla:Robin,f:f,0,foraging_without_tools,<1m>
Iyla:Robin,f:f,0,stone_tool_use,<3m>
Iyla:Robin,f:f,0,stone_tool_use,<5m>
Iyla:Santa,f:f,1,other,<3m>
Iyla:Santa,f:f,1,stone_tool_use,<5m>
Iyla:Taipan,f:f,0,stone_tool_use,<5m>
Iyla:Ted,f:m,0,other,<1m>
Iyla:Ted,f:m,0,other,<1m>
Iyla:Ted,f:m,0,other,<1m>
Iyla:Ted,f:m,0,other,<5m>
Iyla:Ted,f:m,0,other,<5m>
Iyla:Ted,f:m,0,other,<5m>
Iyla:Tin_tin,f:m,0,other,<1m>
Iyla:Tutu,f:m,0,other,<3m>
Iyla:Tutu,f:m,0,other,<3m>
Iyla:Tutu,f:m,0,stone_tool_use,<5m>
Iyla:Vula,f:f,1,other,<1m>
Iyla:Vula,f:f,1,other,<1m>
Iyla:Vula,f:f,1,other,<1m>
Iyla:Vula,f:f,1,other,<1m>
Iyla:Vula,f:f,1,other,<1m>
Iyla:Vula,f:f,1,other,<5m>
Iyla:Vula,f:f,1,stone_tool_use,<1m>
Iyla:Vula,f:f,1,stone_tool_use,<1m>
Iyla:Vula,f:f,1,stone_tool_use,<3m>
Iyla:Vula,f:f,1,stone_tool_use,<3m>
Iyla:Vula,f:f,1,stone_tool_use,<5m>
Iyla:Vula,f:f,1,stone_tool_use,<5m>
Iyla:Vula,f:f,1,stone_tool_use,<5m>
Iyla:Whitney,f:f,0,other,<5m>
Iyla:Whitney,f:f,0,stone_tool_use,<3m>
Iyla:Whitney,f:f,0,stone_tool_use,<5m>
Iyla:Whitney,f:f,0,stone_tool_use,<5m>
Iyla:Yaiko,f:f,0,other,<1m>
Iyla:Yaiko,f:f,0,other,<1m>
Iyla:Yaiko,f:f,0,other,<3m>
Iyla:Yaiko,f:f,0,other,<3m>
Iyla:Yaiko,f:f,0,other,<3m>
Iyla:Yaiko,f:f,0,other,<5m>
Iyla:Yaiko,f:f,0,other,<5m>
Iyla:Yaiko,f:f,0,stone_tool_use,<5m>
Jim_Lim:Kal,f:m,1,other,<3m>
Jim_Lim:Kal,f:m,1,other,<5m>
Jim_Lim:Kal,f:m,1,other,<5m>
Jim_Lim:Kal,f:m,1,stone_tool_use,<3m>
Jim_Lim:Kaya,f:f,0,foraging_without_tools,<1m>
Jim_Lim:Kaya,f:f,0,foraging_without_tools,<5m>
Jim_Lim:Kaya,f:f,0,other,<1m>
Jim_Lim:Kaya,f:f,0,other,<1m>
Jim_Lim:Kaya,f:f,0,other,<1m>
Jim_Lim:Kaya,f:f,0,other,<5m>
Jim_Lim:Kaya,f:f,0,other,<5m>
Jim_Lim:Kaya,f:f,0,stone_tool_use,<1m>
Jim_Lim:Kaya,f:f,0,stone_tool_use,<5m>
Jim_Lim:Kaya,f:f,0,stone_tool_use,<5m>
Jim_Lim:Kaya,f:f,0,stone_tool_use,<5m>
Jim_Lim:Lip,f:f,0,foraging_without_tools,<5m>
Jim_Lim:Lip,f:f,0,foraging_without_tools,<5m>
Jim_Lim:Lip,f:f,0,other,<1m>
Jim_Lim:Lip,f:f,0,other,<3m>
Jim_Lim:Lip,f:f,0,other,<3m>
Jim_Lim:Lip,f:f,0,other,<5m>
Jim_Lim:Lip,f:f,0,stone_tool_use,<1m>
Jim_Lim:Lip,f:f,0,stone_tool_use,<1m>
Jim_Lim:Lip,f:f,0,stone_tool_use,<3m>
Jim_Lim:Lip,f:f,0,stone_tool_use,<5m>
Jim_Lim:Mamosa,f:m,1,other,<5m>
Jim_Lim:Naina,f:f,0,foraging_without_tools,<3m>
Jim_Lim:Naina,f:f,0,other,<3m>
Jim_Lim:Naina,f:f,0,other,<3m>
Jim_Lim:Naina,f:f,0,other,<3m>
Jim_Lim:Naina,f:f,0,other,<5m>
Jim_Lim:Naina,f:f,0,other,<5m>
Jim_Lim:Naina,f:f,0,other,<5m>
Jim_Lim:Naina,f:f,0,other,<5m>
Jim_Lim:Oreo,f:f,0,other,<1m>
Jim_Lim:Oreo,f:f,0,other,<1m>
Jim_Lim:Oreo,f:f,0,other,<1m>
Jim_Lim:Oreo,f:f,0,other,<1m>
Jim_Lim:Oreo,f:f,0,other,<1m>
Jim_Lim:Oreo,f:f,0,other,<1m>
Jim_Lim:Oreo,f:f,0,other,<1m>
Jim_Lim:Oreo,f:f,0,other,<3m>
Jim_Lim:Oreo,f:f,0,other,<5m>
Jim_Lim:Oreo,f:f,0,other,<5m>
Jim_Lim:Oreo,f:f,0,stone_tool_use,<1m>
Jim_Lim:Oreo,f:f,0,stone_tool_use,<5m>
Jim_Lim:Oreo,f:f,0,stone_tool_use,<5m>
Jim_Lim:Pat,f:m,1,foraging_without_tools,<3m>
